"location","source","target","id","fuzzy","context","translator_comments","developer_comments"
"Hazy_Localization.txt:385","白石美智代が事故死である可能性が
高いとの情報を受けつつ
黒鈴ミヲ 逆崎約子と合流した津詰と襟尾は
根島史周の隠れ家を知るために
白石美智代との接触を図るのだった。","Tsutsumi and Erio meet up with Mio and her friend Yakko Sakazaki. They learn that Michiyo's death was most likely an accident, and plan to make contact with her to get the location of Nejima's hideout.","txtid_strych_text2_c1_030","False","","",""
"Hazy_Localization.txt:386","葦宮誠こと根島史周を追い詰めた津詰と襟尾。
本当に 大量殺人を行える呪詛を持つのか
当時の事情を聞きながら 確保の隙を窺う。
やがて 根島の取った行動によって
この状況は 大きく揺れ動くのだった。","Tsutsumi and Jun chase after Ashimiya, aka Nejima. They try to gauge whether he actually has a curse that could carry out a mass murder, biding their time until they have a clear shot at arresting him. In the end, Nejima's actions bring things to a head.","txtid_strych_text2_c1_040","False","","",""
"Hazy_Localization.txt:387","[c5]【エンディング＃２】[c0]
大捕物の末 根島を捕り逃がしてしまった津詰らは
ついに発見出来ないまま 予告の時間を迎える。
呪詛による 未曾有の大惨事を迎えた世間の中で
根島史周は 己のすべての目的を成就する。","[c5]Ending 2[c0]
Tsutsumi's hunt for Nejima ends with him evading capture, and the time foretold by Nejima's threat comes without them discovering what they need. Nejima achieves all he set out to do as his curse wreaks untold havoc and destruction on the innocent public.","txtid_strych_text2_c1_045","False","","",""
"Hazy_Localization.txt:388","[c5]【エンディング＃５】[c0]
津詰の犠牲により 灯野あやめの確保に成功し
『禄命簿・陰の書』を解き明かす襟尾とミヲ。
しかしそこに現れた 最後の呪主 福永葉子が
ふたりから呪詛珠を奪い去り 惨劇が始まった。","[c5]Ending 5[c0]
Thanks to Tsutsumi's sacrifice, Erio and Mio succeed in apprehending Ayame and uncovering the secrets of the Record of Fates Yin Scroll. However, the final curse bearer, Yoko Fukunaga, appears just then. She steals their curse stones, using them to bring tragedy down upon the city.","txtid_strych_text2_c1_050","False","","",""
"Hazy_Localization.txt:389","不審な自殺を遂げた友人・白石美智代を
蘇らせたいと願う 逆崎約子。
級友の黒鈴ミヲと行った こっくりさんで
《蘇りの秘術》の場所を問いかけたが
逆に『馬鹿囃子』の呪いを受けてしまう。","Yakko Sakazaki wishes to bring her friend, Michiyo Shiraishi, back from the dead after her suspicious suicide. She joins up with her classmate Mio Kurosuzu to ask a spirit board about the location of the Rite of Resurrection—but instead, she is cursed with the Fool's Procession.","txtid_strych_text2_d0_010","False","","",""
"Hazy_Localization.txt:390","『馬鹿囃子』の呪いを受けたショックで
気を失っていた逆崎約子。
ミヲは そんな彼女を心配するとともに
呪いを伴う《蘇りの秘術》は諦めて すぐに
学校から脱出しようと促すのだった。","Yakko faints briefly from the shock of being taken by the curse of the Fool's Procession. Worried about Yakko, Mio urges her to give up on the Rite of Resurrection and the curses, and to flee the school with her right away.","txtid_strych_text2_d0_020","False","","",""
"Hazy_Localization.txt:391","校舎からの脱出途中 約子とミヲは
幾度も 怪しげな出来事に遭遇する。
いったい 誰によって何が行われているのか
まったく分からない中で 逆崎約子は
慎重に行動を選び どうにか帰路につくのだった。","While escaping from the school, Yakko and Mio encounter several other strange occurrences. Yakko must tread carefully, not knowing what is happening or who is causing it, but she finally makes it out and heads home.","txtid_strych_text2_d0_030","False","","",""
"Hazy_Localization.txt:392","ミヲも葦宮も出て来ないことに心配して
校舎に戻ることに決めた約子。
だが そこで見たものは
友人の無残な姿であった……。","Yakko decides to return to the school, concerned that Mio and Mr. Ashimiya haven't made it out. But there, she discovers that a cruel fate has befallen her friend...","txtid_strych_text2_d0_035","False","","",""
"Hazy_Localization.txt:393","どうにか 自宅まで帰り着いた逆崎約子。
学校に残ったミヲのことが 心配になるが
激しい眠気に襲われたため 捜索は明日にして
すぐに休むことにした……。","Yakko makes it home in one piece. She worries about Mio, who she left at school, but beset by an overpowering drowsiness, puts off further investigation until the next day...","txtid_strych_text2_d0_040","False","","",""
"Hazy_Localization.txt:394","教師の城之内が死んでいるのが発見され
昨夜 校内に別の呪主が潜んでいたことが判明。
一方 奥田瞳からの情報により
白石美智代の置かれていた過酷な境遇も
明かされ 約子に動揺が走る。","Their teacher Mr. Jonouchi is found dead, and it becomes apparent that another curse bearer was at the school that night. Also, Hitomi Okuda tells them about the horrible things Michiyo went through, leaving Yakko feeling shaken.","txtid_strych_text2_d1_010","False","","",""
"Hazy_Localization.txt:395","《本所事変》に『禄命簿・陰の書』……
新石から多くの情報を得ることができ
少しずつ 事件の全貌が見えてきた。
これらの手がかりを使って
事態の解決に 近づけるかもしれない。","They gain a wealth of information from Mr. Araishi about everything from the Honjo Incident to the Record of Fates Yin Scroll, and start to see the big picture. These clues could bring them one step closer to settling everything once and for all.","txtid_strych_text2_d1_020","False","","",""
"Hazy_Localization.txt:396","白石美智代は 約子の中にいた。
約子の持つ呪詛珠で 復讐を果たしていた。
白石美智代から情報を得るために 再び
こっくりさんを行い ようやく事情を知る……。
また会う時まで どうか忘れないで。","Michiyo's spirit has been inside of Yakko all along, using Yakko's curse stone to carry out her revenge. They use the spirit board to gain information from Michiyo once more, and finally learn what's really going on.
""Please... Don't forget me...""","txtid_strych_text2_d1_030","False","","",""
"Hazy_Localization.txt:397","[c5]【エンディング＃１】[c0]
白石美智代を蘇らせるために
《蘇りの秘術》を狙っていた並垣。
だが 力ずくでも呪詛珠を奪おうとした
彼の前に現れたのは 白石本人で……？","[c5]Ending 1[c0]
Yutaro Namigaki is pursuing the Rite of Resurrection to bring Michiyo back to life. But when he tries to take a curse stone by force, Michiyo herself appears before him...","txtid_strych_text2_d1_035","False","","",""
"Hazy_Localization.txt:398","監禁から脱出した 蝶澤麻由と合流して
ヒハクの弓岡を問い詰めていくミヲと約子。
その中で 吉見肇と白石美智代が 晴曼の末裔で
ふたつのお守りを集めれば『陰の書』が
手に入ることを知るのだった。","Mio and Yakko meet up with Mayu Chozawa, who has escaped confinement, and question Takumi Yumioka of Hihaku. In doing so, they learn that Michiyo and Hajime Yoshimi are both descendants of Seiman, and that collecting both their talismans will allow them to obtain the Yin Scroll.","txtid_strych_text2_d1_040","False","","",""
"Hazy_Localization.txt:399","江戸の術師 晴曼と蘆乃の因縁が 現代に渦巻く。
すべての標的が 灯野あやめに集中していく。
約子とミヲが『禄命簿・陰の書』を手に入れ
この呪いを止められるのかどうかについても
津詰たちの行動に 預けられることとなった……。","The intertwined fates of two onmyoji from the Edo period, Seiman and Ashino, come to a head in the present day. All signs point to Ayame Tono. Yakko and Mio obtain the Record of Fates Yin Scroll, but whether or not they can put a stop to the curse depends on Tsutsumi and the others...","txtid_strych_text2_d1_050","False","","",""
"Hazy_Localization.txt:400","記憶がない状態で 見知らぬ場所で目覚めた
蝶澤麻由だったが 周囲を調べるうちに
ヒハクの弓岡の仕業だったことを思い出すと
その場の工夫と 何者かの天啓によって
監禁されていた廃工場を脱出するのだった。","Mayu Chozawa awakes in an unrecognizable place, unable to remember anything. As she observes her surroundings, she remembers what Takumi Yumioka did to her. Through her own resourcefulness, and a bit of divine intervention, Mayu manages to escape the abandoned factory.","txtid_strych_text2_e1_010","False","","",""
"Hazy_Localization.txt:401","権利表記","Copyright Information","title_rights_notation","False","","",""
"Hazy_Localization.txt:402","シナリオが更新されましたので
チャプターの先頭から始めます。","The story has been updated, so the chapter will start from the beginning.","story_savedata_update","False","","",""
"Hazy_Localization.txt:403","オートセーブを ロードいたしますか？","Do you wish to load autosave data?","load_message_autosave","False","","",""
"Hazy_Localization.txt:404","別の画面に移動できません","Cannot change screens.","android_back_overlay","False","","",""
"Hazy_Localization.txt:405","はじめる","Start","storychart_detail_start","False","","",""
"Hazy_Localization.txt:406","はじめから","Restart","storychart_detail_first","False","","",""
"Hazy_Localization.txt:407","途中から","Resume","storychart_detail_continue","False","","",""
"Hazy_Localization.txt:408","セーブデータが破損しているため<br> 読み込みに失敗しました。<br> セーブデータを初期化します。","The save data has been corrupted and is unable to be read.<br>Save data will be reformatted.","reset_savedata","False","","",""
"Hazy_Localization.txt:409","※タイトル画面で変更できます","Can be changed from title screen.","option_warnig_text","False","","",""
"Hazy_Localization.txt:410","キーコンフィグが競合しているので保存できません。","Key bindings cannot be saved due to a conflict.","option_keyconfig_conflict","False","","",""
"Hazy_Localization.txt:411","戻る","Back","option_keyconfig_conflict_back","False","","",""
"Hazy_Localization.txt:412","全てのデータを消去しました。","All data has been deleted.","savedata_alldelete_text","False","","",""
"Hazy_Localization.txt:413","＜未成年者の方へ＞<br> あらかじめ保護者の同意を得てから、 <br>このゲームをご利用ください。  <br><br>ゲーム利用方法（利用時間等）は、<br> 保護者とよく相談して決めてください。","★","title_warning_text","False","","",""
